anahtar,grup,turkce,ingilizce,nerede
t79227af8,arayuz,"asker ·","","apps/web/src/screens/Akin.tsx:636"
t939bcef3,arayuz,"Asker eğitimi","Troop training","apps/web/src/screens/Sehir.tsx:61"
tc9c35393,arayuz,"Asker Eğitimi","Troop Training","apps/web/src/screens/Kisla.tsx:457"
t9872375b,arayuz,"Asker senin kalır. Bölge el değiştirse bile evine döner.","The troops remain yours. Even if the region changes hands, they return home.","apps/web/src/screens/Harita.tsx:380"
t83001354,arayuz,"askerin savunmada.","","apps/web/src/screens/Harita.tsx:348"
tebbe0d76,arayuz,"Askerlerin eğitiliyor","Your troops are training","apps/web/src/components/Omurga.tsx:650"
tc9721fbc,arayuz,"aşağı","down","apps/web/src/components/SaldiriOnizleme.tsx:148 | apps/web/src/components/SavasRaporu.tsx:85"
t56d563a8,arayuz,"At","Mount","apps/web/src/screens/Demirhane.tsx:64 | apps/web/src/screens/LordEkrani.tsx:75"
t091167b6,arayuz,"av sensin","you are the prey","apps/web/src/components/DunyaSeridi.tsx:127"
t0fcc273e,arayuz,"Aydınlatma Metni","Privacy Notice","apps/web/src/screens/Gizlilik.tsx:40"
t48913574,arayuz,"Aynı anda {0} yürütebilirsin — kütüphaneni yükseltirsen artar. Sıra senin kararın: önce ekonomiyi mi büyütürsün, orduyu mu?","You can run {0} at once — it rises if you upgrade your library. The order is your decision: do you grow the economy first, or the army?","apps/web/src/screens/Arastirma.tsx:102"
t25d5f415,arayuz,"Aynı anda açabileceğin keşif sayısı ve altının sınırlı; biri bitince tekrar dene.","The number of scouts you can deploy at once and your gold are limited; try again when one finishes.","apps/web/src/screens/Harita.tsx:547"
t44f73d61,arayuz,"Aynı anda en fazla {0} {1} işi yapılabilir. Biri bitmeden yenisi başlamaz.","A maximum of {0} {1} tasks can be done simultaneously. A new one does not start until one finishes.","apps/web/src/screens/Demirhane.tsx:55"
t2624ec5a,arayuz,"Aynı anda en fazla {0} bölge geliştirilebilir. Biri bitmeden yenisi başlamaz.","A maximum of {0} regions can be developed at once. A new one cannot start until one finishes.","apps/web/src/screens/Harita.tsx:1136"
t74ab2913,arayuz,"Aynı anda en fazla {0} eğitim yapabilirsin. Kışlanı yükseltirsen artar.","You can have a maximum of {0} trainings at once. Upgrading your Barracks increases this.","apps/web/src/screens/Kisla.tsx:87"
t8ba0b91f,arayuz,"Ayrıl (liderlik devredilir)","Leave (leadership is transferred)","apps/web/src/screens/Ittifak.tsx:315"
tdce2261a,arayuz,"az önce","just now","apps/web/src/components/DunyaSeridi.tsx:26 | apps/web/src/components/ui.tsx:821"
t03f09d10,arayuz,"azalıyor","decreasing","apps/web/src/components/MobilKabuk.tsx:183"
t41939cf2,arayuz,"Azami seviyede — daha fazlası yok.","","apps/web/src/screens/Medeniyet.tsx:317"
td4faffaa,arayuz,"Bağış için gereken kaynağı toplaman gerekiyor.","You need to gather the required resource for the donation.","apps/web/src/components/IttifakBagis.tsx:72"
tedc40399,arayuz,"Bağış için kaynak gir.","","apps/web/src/screens/Medeniyet.tsx:124"
t27caeaeb,arayuz,"Bağış yap","Donate","apps/web/src/components/IttifakBagis.tsx:133 | apps/web/src/screens/Medeniyet.tsx:310"
t48eb280e,arayuz,"Bağış yapılamadı.","Donation failed.","apps/web/src/components/IttifakBagis.tsx:57 | apps/web/src/screens/Medeniyet.tsx:100"
t9e48a8c0,arayuz,"Bağışın kasaya girdi. +{0} fayda puanı.","","apps/web/src/screens/Medeniyet.tsx:89"
t8786570f,arayuz,"Bağışlanıyor…","Donating…","apps/web/src/components/IttifakBagis.tsx:133"
t054a9074,arayuz,"Bağlantı kurulamadı.","Connection failed.","apps/web/src/screens/Giris.tsx:154"
t71fcbee7,arayuz,"Bağlantın yok. İnternete döndüğünde oyun kaldığı yerden devam eder.","No connection. The game will resume where it left off when you return to the internet.","apps/web/src/components/BaglantiDurumu.tsx:41"
tb1ede623,arayuz,"Bakım","Upkeep","apps/web/src/screens/Kisla.tsx:324"
ta5948b20,arayuz,"Başarımlar · {0}/{1}","Achievements · {0}/{1}","apps/web/src/components/Basarimlar.tsx:52"
t28017778,arayuz,"Başkent taşınamadı.","Capital could not be moved.","apps/web/src/screens/Sehir.tsx:326"
t2947aef5,arayuz,"başkentin yok","you have no capital","apps/web/src/screens/Sehir.tsx:469"
tc727a7f6,arayuz,"Başkentini taşıyabilirsin","You can move your capital","apps/web/src/screens/Sehir.tsx:508"
tea7af10a,arayuz,"Başlat","Start","apps/web/src/screens/Arastirma.tsx:212"
tf408410e,arayuz,"Başvur","Apply","apps/web/src/components/IttifakIncele.tsx:152 | apps/web/src/screens/Ittifak.tsx:490"
t08ca2f18,arayuz,"Başvuru bu arada değişmiş olabilir; sayfayı tazele.","The application might have changed in the meantime; refresh the page.","apps/web/src/components/IttifakBasvurular.tsx:182"
t24ca3219,arayuz,"Başvuru ile","","apps/web/src/components/IttifakBasvurular.tsx:87 | apps/web/src/components/IttifakIncele.tsx:72 | packages/shared/src/ittifakBasvuru.ts:24"
t9acaf527,arayuz,"Başvuru ile üye alıyor","Accepts members by application","apps/web/src/screens/Ittifak.tsx:449"
t05c0c0b0,arayuz,"Başvurular","Applications","apps/web/src/components/IttifakBasvurular.tsx:129"
t63e5dd41,arayuz,"Başvurular ({0})","Applications ({0})","apps/web/src/components/IttifakBasvurular.tsx:129"
tbed07c7f,arayuz,"Başvuruldu · geri çek","Applied · withdraw","apps/web/src/screens/Ittifak.tsx:463"
taf634316,arayuz,"Başvurun gönderildi, liderin cevabı bekleniyor.","Your application has been sent, waiting for the leader's reply.","apps/web/src/components/IttifakIncele.tsx:115"
t5a8f87c9,arayuz,"Başvuruyu geri çek","Withdraw application","apps/web/src/components/IttifakIncele.tsx:124"
t6b91afa4,arayuz,"Bekle...","Wait...","apps/web/src/screens/Giris.tsx:253"
tc1c16b79,arayuz,"Bekleme sürüyor","","apps/web/src/screens/Medeniyet.tsx:218"
t4d534b42,arayuz,"Bekleyen","Pending","apps/web/src/screens/Moderasyon.tsx:75"
t7b8f58f9,arayuz,"Bekleyen başvuru yok.","No pending applications.","apps/web/src/components/IttifakBasvurular.tsx:135"
td806f1f4,arayuz,"Bekleyen şikâyet yok.","No pending reports.","apps/web/src/screens/Hesap.tsx:131"
t225a2417,arayuz,"Bekleyen şikâyet yok. Sohbet ve lord adları temiz görünüyor — yeni şikâyet gelince burada belirir.","No pending reports. Chat and lord names look clean — when a new report comes, it will appear here.","apps/web/src/screens/Moderasyon.tsx:86"
tfc8bbaee,arayuz,"Bırakılıyor…","Abandoning...","apps/web/src/screens/Harita.tsx:1280"
tf502a21b,arayuz,"Bildirim, tarayıcının kendi bildirim servisi üzerinden gidiyor — bu, cihazının üreticisine ait bir hizmet.","Notifications travel through your browser's own notification service — a service run by your device's maker.","apps/web/src/screens/Gizlilik.tsx:96"
t341083b0,arayuz,"Bildirimler","Notifications","apps/web/src/screens/Gizlilik.tsx:88 | apps/web/src/screens/Hesap.tsx:163"
taa1c034e,arayuz,"Bildirimler açık{0}","Notifications are on{0}","apps/web/src/components/BildirimKarti.tsx:99"
t80e752d3,arayuz,"Bildirimler açılamadı. Birazdan tekrar dene.","Notifications could not be turned on. Try again later.","apps/web/src/components/BildirimKarti.tsx:58"
tafbba83c,arayuz,"Bildirimler açıldı.","Notifications are turned on.","apps/web/src/components/BildirimKarti.tsx:91"
tc89c7361,arayuz,"Bildirimleri {0} tarayıcının ürettiği abonelik bilgisi (adres ve şifreleme anahtarları) ile cihazını ayırt etmeye yarayan kısa bir etiket saklanıyor. Kapattığında silinir.","Notifications: if {0}, the subscription details your browser generates (address and encryption keys) are stored, along with a short label that tells your devices apart. They are deleted when you turn notifications off.","apps/web/src/screens/Gizlilik.tsx:91"
t5bbe9ba5,arayuz,"Bildirimleri aç","Turn on notifications","apps/web/src/components/BildirimKarti.tsx:93"
ta69b22b0,arayuz,"Bilinmeyen bir hata oluştu.","An unknown error occurred.","apps/web/src/api/client.ts:96"
tc00bd592,arayuz,"Binaların bu yerleşimde en fazla","Buildings in this settlement can at most","apps/web/src/screens/Sehir.tsx:475"
te7b9c929,arayuz,"bir araştırma başlat","start a research","apps/web/src/components/Omurga.tsx:906"
tb1bc8549,arayuz,"Bir araştırma başlat","Start a research","apps/web/src/components/Omurga.tsx:914"
te3e4d049,arayuz,"BİR BAĞIŞ","A DONATION","apps/web/src/components/IttifakBagis.tsx:103"
tb0690095,arayuz,"Bir bölgeyi sadece oraya bıraktığın garnizon savunur.","A region is defended solely by the garrison you leave there.","apps/web/src/screens/Kisla.tsx:520"
t6c671869,arayuz,"Bir medeniyete bağlı değilsin. Yeni açılan lordlar kayıtta bir medeniyete yazılıyor.","","apps/web/src/screens/Medeniyet.tsx:112"
t8933fad2,arayuz,"bir medeniyete geçebilirsin — kazanan tarafa geçiş yok. Geçersen","","apps/web/src/screens/Medeniyet.tsx:209"
tc483baeb,arayuz,"Bir medeniyetin","","apps/web/src/screens/Harita.tsx:753"
t4dcb8fd1,arayuz,"Bir şey yaz…","Type something…","apps/web/src/components/IttifakSohbet.tsx:137"
t2d3fb36b,arayuz,"Bir şeyler ters gitti","Something went wrong","apps/web/src/components/HataSiniri.tsx:38"
t6ba9eca2,arayuz,"Birim eşleşmesi","Unit matchup","apps/web/src/components/KarsiIpuclari.tsx:45"
t1ca8d367,arayuz,"Birlik yok.","No troops.","apps/web/src/components/SavasRaporu.tsx:183"
tcf92ba89,arayuz,"Bittiğinde ordun saatte %{0} firar verir. Bir tarla bölgesi al ya da ordunu küçült.","When it runs out your army deserts at {0}% per hour. Take a farm region or reduce your army.","apps/web/src/components/Omurga.tsx:606"
t8bc83bb3,arayuz,"boş","empty","apps/web/src/screens/Harita.tsx:1355"
t6e980c82,arayuz,"boş arsa","vacant lot","apps/web/src/screens/Sehir.tsx:724 | apps/web/src/screens/Sehir.tsx:727 | apps/web/src/screens/Sehir.tsx:932"
t0f1623db,arayuz,"Boş yer {0}, gereken {1}. Liderlik statını artır ya da daha az birim eğit.","Vacant {0}, required {1}. Increase your Leadership stat or train fewer units.","apps/web/src/screens/Kisla.tsx:94"
t875a03d7,arayuz,"Bölge","Region","apps/api/src/routes/ittifak.ts:727 | apps/api/src/routes/map.ts:1130 | apps/api/src/routes/map.ts:1303 | apps/api/src/routes/map.ts:453 | apps/api/src/routes/map.ts:674 | apps/api/src/routes/map.ts:693 | apps/api/src/routes/map.ts:734 | apps/api/src/routes/map.ts:752 | apps/api/src/routes/map.ts:844 | apps/api/src/routes/map.ts:979 | apps/web/src/screens/Harita.tsx:888"
t8e157175,arayuz,"BÖLGE EL DEĞİŞTİRDİ","REGION CHANGED HANDS","apps/web/src/components/SavasRaporu.tsx:480"
t8183ca19,arayuz,"bölge el değiştirmez.","","apps/web/src/components/SaldiriOnizleme.tsx:109"
tdc110320,arayuz,"Bölge kalkan altında","Region is under shield","apps/web/src/screens/Harita.tsx:769"
t2bc4f28b,arayuz,"Bölge kıt, rakip çok. Tahtı hak eden alır.","Regions are scarce, rivals are many. Whoever deserves the throne takes it.","apps/web/src/screens/Giris.tsx:186"
t815f7c76,arayuz,"Bölge limitin dolu — kazansan bile alamazsın.","Your region limit is full — you cannot take it even if you win.","apps/web/src/components/HedefSeridi.tsx:92"
t777e4732,arayuz,"Bölge limitin dolu ({0}/{1}). Kazansan bile bölgeyi alamazsın, sadece yağmalarsın — gelir artışı olmaz.","Your region limit is full ({0}/{1}). Even if you win you cannot take the region, you will only loot it — there is no income increase.","apps/web/src/components/SaldiriOnizleme.tsx:163"
t1a50f32e,arayuz,"Bölge sahipsiz kalır, garnizondaki birlikler eve döner. Bakımı ağır gelen ya da savunamadığın bir bölgeden böyle kurtulabilirsin.","The region becomes unowned, garrisoned troops return home. You can get rid of a region you can't maintain or defend this way.","apps/web/src/screens/Harita.tsx:1265"
t141e709a,arayuz,"Bölge seviyesi × tip çarpanı. Toprak sahibinin sıralaması.","Region level × type multiplier. The ranking of the landowner.","apps/web/src/screens/Siralama.tsx:26"
tc9b5abfb,arayuz,"Bölge yükseltme","Region upgrade","apps/web/src/screens/Sehir.tsx:65"
ta5c31fa5,arayuz,"Bölgelerin","Your regions","apps/web/src/components/SaldiriOnizleme.tsx:151 | apps/web/src/components/SavasRaporu.tsx:89"
t2b7352ec,arayuz,"Bölgelerin sahipsiz kalır ve başkaları tarafından yeniden fethedilebilir.","Your regions become unowned and can be reconquered by others.","apps/web/src/screens/Hesap.tsx:224"
tada95535,arayuz,"Bölgen {0}/{1}","Your region {0}/{1}","apps/web/src/screens/Harita.tsx:840"
tc94ced4d,arayuz,"Bölgeni geliştir","Develop your region","apps/web/src/components/Omurga.tsx:899 | packages/shared/src/rehber.ts:171"
t43e2d800,arayuz,"bölgeni yükselt","upgrade your region","apps/web/src/components/Omurga.tsx:817 | apps/web/src/components/Omurga.tsx:837 | apps/web/src/components/Omurga.tsx:874"
t52203242,arayuz,"Bölgenin seviyesi geliri de savunmayı da büyütür. Yeni toprak almadan da güçlenebilirsin.","Region level increases both income and defense. You can grow stronger without taking new land.","apps/web/src/components/Omurga.tsx:901"
tcfabf448,arayuz,"bölgesini aldı","took the region","apps/web/src/components/DunyaSeridi.tsx:209"
t642e404b,arayuz,"bölgesini yağmaladı","looted the region","apps/web/src/components/DunyaSeridi.tsx:213"
t918b4e4d,arayuz,"Bölgeye git","Go to region","apps/web/src/components/Omurga.tsx:902"
t9a01f3ab,arayuz,"bölgeyi alma ihtimali","chance of taking the region","apps/web/src/components/SaldiriOnizleme.tsx:89"
t6be27a57,arayuz,"Bölgeyi almak için savunanın kabaca 1,5 katı güce ihtiyacın var; daha büyük bir orduyla gel.","To take the region, you need roughly 1.5 times the defender's power; come with a larger army.","apps/web/src/components/SaldiriOnizleme.tsx:110"
tf94e359c,arayuz,"Bölgeyi bırak","Abandon region","apps/web/src/screens/Harita.tsx:1263"
tec7a2e6e,arayuz,"Bronz","Bronze","apps/web/src/screens/Generaller.tsx:25"
td8d45f63,arayuz,"Bu bilgi eskidi; garnizon değişmiş olabilir. Tavsiyeler eski rapora göre verilmiyor.","This info is outdated; the garrison might have changed. Advice is not given based on an old report.","apps/web/src/screens/Harita.tsx:521"
t8f0d3d8f,arayuz,"Bu bölgede","In this region","apps/web/src/screens/Harita.tsx:348"
t0bb9d20f,arayuz,"Bu Bölgedeki Savaşların","Your Battles in this Region","apps/web/src/screens/Harita.tsx:1392"
t6a9f9031,arayuz,"Bu bölgenin geliri","The income of this region","apps/web/src/components/SaldiriOnizleme.tsx:125"
td847d73b,arayuz,"Bu bölgeyi bırak","Abandon this region","apps/web/src/screens/Harita.tsx:1280"
t82f1944e,arayuz,"Bu bölgeyi sadece buradaki garnizon savunur.","Only the garrison here defends this region.","apps/web/src/screens/Harita.tsx:1255"
t48c3baf4,arayuz,"Bu diyarda henüz ittifak yok. İlkini sen kurabilirsin.","There are no alliances in this realm yet. You can found the first one.","apps/web/src/screens/Ittifak.tsx:410 | apps/web/src/screens/Siralama.tsx:230"
t1abc5eae,arayuz,"Bu ekipmanla {0} artık kazanılabilir hâle geldi.","With this equipment {0} is now winnable.","apps/web/src/screens/Demirhane.tsx:153"
t3a868bbc,arayuz,"Bu eşya daha fazla yükseltilemez.","This item cannot be upgraded further.","apps/web/src/screens/Demirhane.tsx:202"
t813fa3ce,arayuz,"bu hafta {0} katkı","this week {0} contribution","apps/web/src/screens/Ittifak.tsx:91"
t679caaa7,arayuz,"Bu Haftanın Seferi","This Week's Campaign","apps/web/src/components/SeferKart.tsx:34"
t55e2d1b0,arayuz,"Bu haftanın seferi tamamlandı ve ödülü alındı. Pazartesi yeni sefer açılır.","This week's campaign is completed and the reward claimed. A new campaign opens on Monday.","apps/web/src/components/SeferKart.tsx:81"
t39a1984c,arayuz,"Bu işlem geri alınamaz.","This action cannot be undone.","apps/web/src/screens/Hesap.tsx:224"
te4cb2870,arayuz,"Bu metin oyunun gerçekten tuttuğu veriyi anlatır. Yeni bir alan eklendiğinde metin de güncellenir.","This notice describes the data the game actually keeps. When a new field is added, the notice is updated too.","apps/web/src/screens/Gizlilik.tsx:136"
t48c066f2,arayuz,"Bu savaş sıralamanı ve gelirini değiştirmedi — kazanılan tek şey tecrübe oldu.","This battle did not change your ranking or income — the only thing gained was experience.","apps/web/src/components/SavasRaporu.tsx:66"
tb09ce6e8,arayuz,"Bu senin arman. Haritada ve sıralamada seni bu temsil ediyor.","This is your crest. It represents you on the map and in the ranking.","apps/web/src/components/Ogretici.tsx:183"
t8ae61b4b,arayuz,"Bu sürede ekipman üretebilir ya da bölgeni yükseltebilirsin.","You can forge equipment or upgrade your region during this time.","apps/web/src/components/Omurga.tsx:672"
tb4911234,arayuz,"Bu sürede ordunu büyütebilir ya da ekipman üretebilirsin.","You can grow your army or forge equipment during this time.","apps/web/src/components/Omurga.tsx:629"
t0289e4af,arayuz,"Bu tabloda henüz kimse yok. Sıralamaya girmenin yolu bölge almaktan geçiyor.","There is no one on this board yet. The way to enter the ranking is by taking a region.","apps/web/src/screens/Siralama.tsx:278"
t4905a6f9,arayuz,"Bu tarayıcıda bildirimlere izin verilmemiş. Adres çubuğundaki kilit simgesinden izni açtıktan sonra tekrar dene.","Notifications are not permitted in this browser. Allow permission from the lock icon in the address bar and try again.","apps/web/src/components/BildirimKarti.tsx:81"
tda09d6e8,arayuz,"Bugün · {0}/{1}","Today · {0}/{1}","apps/web/src/components/GunlukKart.tsx:84"
t57cc9921,arayuz,"bugün {0}/{1}","today {0}/{1}","apps/web/src/components/GorevOzeti.tsx:63"
ted442f61,arayuz,"Bugün, bu hafta ve kilometre taşları","Today, this week and milestones","apps/web/src/screens/Gorevler.tsx:31"
t30e07985,arayuz,"Bugünkü pazar hakkın: {0} / {1} altın karşılığı.","Your market allowance for today: {0} / {1} gold worth.","apps/web/src/components/Pazar.tsx:192"
tab346258,arayuz,"Bugünlük bağış hakkın bitti","Your donation allowance for today is over","apps/web/src/components/IttifakBagis.tsx:70"
t00c6c08c,arayuz,"Bugünün ödülü alındı. Yarın seri {0} olur, ödül de büyür.","Today's reward is claimed. Tomorrow the streak becomes {0} and the reward grows.","apps/web/src/components/GunlukKart.tsx:140"
t52fed105,arayuz,"Can","Health","apps/web/src/screens/Kisla.tsx:318"
ta06cea5b,arayuz,"Can +{0} · yaralanma −%{1}","Health +{0} · wounding −{1}%","apps/web/src/screens/LordEkrani.tsx:53"
t25bfe7af,arayuz,"Casus gönder · {0} altın · {1}","Send spy · {0} gold · {1}","apps/web/src/screens/Harita.tsx:540"
t324c016f,arayuz,"Casus gönderilemedi.","Spy could not be sent.","apps/web/src/screens/Harita.tsx:479"
td9552ee2,arayuz,"Casus yakalanabilir; Kurnazlık statın riski düşürür.","The spy might be caught; your Cunning stat reduces the risk.","apps/web/src/screens/Harita.tsx:551"
tcc2c2673,arayuz,"Casus yola çıkıyor…","Spy is departing...","apps/web/src/screens/Harita.tsx:539"
tb3c8f1a0,arayuz,"Çaylak","Rookie","apps/web/src/screens/LordEkrani.tsx:130"
tf0952fd6,arayuz,"Çekiliyor…","Withdrawing...","apps/web/src/screens/Harita.tsx:358"
t4aee0ab1,arayuz,"Çekirdek — ele geçirilemez","","apps/web/src/components/DunyaHaritasi.tsx:1016"
t53904c10,arayuz,"Çekirdek {0}. seviyeye çıktı. +{1} fayda puanı.","","apps/web/src/screens/Medeniyet.tsx:88"
te591a291,arayuz,"Çekirdek bölge — ele geçirilemez","","apps/web/src/screens/Harita.tsx:752"
t0b794ade,arayuz,"Çekirdekler","","apps/web/src/screens/Medeniyet.tsx:267"
